id,api_type,api_name,http_verb,uri,descriptions,parameters,amorphous_uri,tidy_uri,amorphous_comment,inconsistent_archetype,consistent_archetype,inconsistent_archetype_comment,flat_endpoint,structured_endpoint,flat_endpoint_comment
1541,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeID>/manifests/<version>/properties ," Returns the properties for a specific Manifest version. This will return metadata about the Manifest, such as the fields and the units they are expressed in.
",,1,0, [uppercase found] ,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1542,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeID>/availablemanifestversions ," Returns the available Manifest versions for a device type.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1543,REST,Samsung ARTIK Cloud,POST , /devicetypes/<deviceTypeId>/whitelist ," Uploads an Approved List as a CSV file.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1544,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeId>/whitelist/<uploadId>/status ," Returns the status of an uploaded CSV.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1545,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeId>/whitelist/<uploadId>/rejectedRows ," Returns the rows that were rejected in an uploaded CSV.
",,0,1,Tidy Endpoint,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1546,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeId>/whitelist ," Returns the Approved List for a device type.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1547,REST,Samsung ARTIK Cloud,DELETE , /devicetypes/<deviceTypeID>/whitelist/<vendorDeviceID> ," Deletes a specified device from a device type's Approved List.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1548,REST,Samsung ARTIK Cloud,PUT , /devicetypes/<deviceTypeID>/whitelist/enable ," Enables or disables a device type's Approved List.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1549,REST,Samsung ARTIK Cloud,POST , /devicetypes/<deviceTypeID>/whitelist/certificates ," Uploads a Public X.509 certificate for a device type. This is required for device types that are not securely registered. Read the documentation for details.
",,1,0, [uppercase found] ,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1550,REST,Samsung ARTIK Cloud,DELETE , /devicetypes/<deviceTypeID>/whitelist/certificates/<certificateID> ," Deletes an Approved List certificate for a device type.
",,1,0, [uppercase found] ,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1551,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeID>/whitelist/status ," Returns the enabled/disabled status of an Approved List.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1552,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeID>/whitelist/certificates ," Returns details of an Approved List certificate.
",,1,0, [uppercase found] ,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1553,REST,Samsung ARTIK Cloud,GET , /devicetypes/<deviceTypeID>/whitelist/vdid/<vendorDeviceID> ," Returns a specified vendor device ID.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1554,REST,Samsung ARTIK Cloud,POST , /messages ," Sends a message. 
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1555,REST,Samsung ARTIK Cloud,GET , /messages ," Returns normalized messages, according to one of the following parameter combinations: COMBINATION REQUIRED PARAMETERS. Get by device sdid, endDate, startDate. Get by message ID mid, uid (required for applications only) Get by device and field presence sdid, fieldPresence Get by device, filter and date range sdid, filter, endDate, startDate Common parameters order, count, offset
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1556,REST,Samsung ARTIK Cloud,POST , /actions ," Sends an Action to the specified device.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1557,REST,Samsung ARTIK Cloud,GET , /actions ," Returns normalized Actions, according to one of the following parameter combinations: COMBINATION REQUIRED PARAMETERS Get by device and date range ddid, endDate, startDate Get by message ID mid, uid (required for applications only) Get by Action and date range action, ddid, endDate, startDate Common parameters order, count, offset
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1558,REST,Samsung ARTIK Cloud,GET , /messages/last ," Returns the most recent normalized messages from a device or devices.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1559,REST,Samsung ARTIK Cloud,GET , /messages/analytics/aggregates ," Returns the sum, minimum, maximum, mean and count of message fields that are numerical. This call generates results on messages that are at least 1 minute old. Values for startDate and endDate are rounded to start of minute, and the date range between startDate and endDate is restricted to 31 days max.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1560,REST,Samsung ARTIK Cloud,GET , /messages/analytics/histogram ," Returns message aggregates over equal intervals, which can be used to draw a histogram. This call generates results on messages that are at least 1 minute old. For each interval, the sum, minimum, maximum, mean, count and variance of message fields are returned.
",,0,1,Tidy Endpoint,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1561,REST,Samsung ARTIK Cloud,GET , /messages/presence ," Returns presence of normalized messages.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1562,REST,Samsung ARTIK Cloud,GET , /messages/snapshots ," Returns last received value for all Manifest fields (aka device state) of a device or devices.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1563,REST,Samsung ARTIK Cloud,GET , /pricing/devices/<deviceID>/revenueshare/upgradepath ," If a user's device is using a Monetization plan that can be upgraded, returns a URL to be called by an application working with the device. The URL opens a UI to one of three phases of the upgrade flow. This endpoint accepts a user token as the access token.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1564,REST,Samsung ARTIK Cloud,GET , /pricing/devicetypes/<deviceTypeID>/pricingtiers ," Returns Monetization Tiers (if any) of a device type. This endpoint accepts a user token as the access token.
",,1,0, [uppercase found] ,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1565,REST,Samsung ARTIK Cloud,GET , /pricing/devices/<deviceID>/pricingtiers ," Returns Monetization Tiers (if any) of a device. This endpoint accepts a user token as the access token.
",,1,0, [uppercase found] ,1,0,Plural Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1566,REST,Samsung ARTIK Cloud,POST , /messages/export ," Exports normalized messages from up to 30 days, according to one of the following parameter combinations. The maximum duration between startDate and endDate is 31 days. A confirmation message is emailed when the export request has been processed. Data can be exported in JSON or simple CSV. CSV exports sort the message metadata into separate columns and the data payload into a unique column.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1567,REST,Samsung ARTIK Cloud,GET , /messages/export/<exportID>/status ," Returns the status of the messages export.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1568,REST,Samsung ARTIK Cloud,GET , /messages/export/<exportID>/result ," Returns the result of the export query. The result call returns the response in tgz format.
",,1,0, [uppercase found] ,1,0,Singular Nouns Found in Consecutive Nodes,1,0,Complex Words Present in Endpoint
1569,REST,Samsung ARTIK Cloud,GET , /messages/export/history ," Returns a list of export queries that have been performed.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1570,REST,Samsung ARTIK Cloud,POST , /subscriptions ," Subscribes a client to receive notifications of messages for a user's devices. The devices are specified according to one of the following parameter combinations.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1571,REST,Samsung ARTIK Cloud,GET , /subscriptions ," Returns all subscriptions for the current application. This call accepts application tokens as the access token.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1572,REST,Samsung ARTIK Cloud,GET , /subscriptions/<subscriptionID> ," Returns a subscription. This call accepts application and user tokens as the access token.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1573,REST,Samsung ARTIK Cloud,POST , /subscriptions/<subscriptionID>/validate ," Validates a subscription with ARTIK cloud services. If successful, subscription will be set to active status. This call does not require an access token.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1574,REST,Samsung ARTIK Cloud,GET , /notifications/<notificationID>/messages ," Returns messages associated with a notification. The notification ID is obtained from the notification payload sent to the client's callback URL. This call accepts application and user tokens as the access token.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1575,REST,Samsung ARTIK Cloud,GET , /rules/<ruleID> ," Returns a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has READ on source device and WRITE on target device of Rule.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1576,REST,Samsung ARTIK Cloud,POST , /rules ," Adds a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has READ on source device and WRITE on target device of Rule.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1577,REST,Samsung ARTIK Cloud,PUT , /rules/<ruleID> ," Modifies parameters of a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has READ on source device and WRITE on target device of Rule.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1578,REST,Samsung ARTIK Cloud,DELETE , /rules/<ruleID> ," Deletes a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has READ on source device and WRITE on target device of Rule.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1579,REST,Samsung ARTIK Cloud,GET , /rules/<ruleID>/executions ," Returns statistics for executions of a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has READ on source device and WRITE on target device of Rule.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1580,REST,Samsung ARTIK Cloud,POST , /rules/<ruleID>/actions ," Runs an Action in a Rule. This call accepts application and user tokens as the access token. Required permissions: Application has WRITE on target device of Rule. Any testable Actions will actually be sent to your device, so be prepared! An Action is testable if the definition of the Action is static.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1581,REST,Samsung ARTIK Cloud,GET , /rules/<ruleID>/actions ," Checks whether at least one Action can be run for test. This call accepts application and user tokens as the access token.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1582,REST,Samsung ARTIK Cloud,POST , /scenes ," Creates a Scene with Actions specified for one or more devices. This call accepts application and user tokens as the access token.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1583,REST,Samsung ARTIK Cloud,PUT , /scenes/<sceneID> ," Modifies the parameters of a Scene (with the exception of uid). This call accepts application and user tokens as the access token. Required permissions: Application has WRITE on Scene device type and WRITE on devices used in the Scene.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1584,REST,Samsung ARTIK Cloud,GET , /scenes/<sceneID> ," Returns a Scene. This call accepts application and user tokens as the access token. Required permissions: Application has READ on Scene device type and WRITE on devices used in the Scene.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1585,REST,Samsung ARTIK Cloud,GET , /scenes ," Returns a list of Scenes created by the current application. This call accepts a user token as the access token. Required permissions: Application has READ on Scene device type and WRITE on devices used in the Scene.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1586,REST,Samsung ARTIK Cloud,DELETE , /scenes/<sceneID> ," Deletes a Scene. This call accepts application and user tokens as the access token. Required permissions: Application has WRITE on devices used in the Scene.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1587,REST,Samsung ARTIK Cloud,POST , /scenes/<sceneID> ," Runs the Actions in a Scene. This call accepts application and user tokens as the access token. Required permissions: Application has WRITE on devices used in the Scene.
",,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1588,REST,Samsung ARTIK Cloud,POST , /ml/models ," Creates a prediction or anomaly detection model that learns a device's data usage. Required permissions: Application has READ on source device specified in the model.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1589,REST,Samsung ARTIK Cloud,POST , /ml/models/<modelID>/predict ," Returns the predicted output for a machine learning model.
",,1,0, [uppercase found] ,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1590,REST,Samsung ARTIK Cloud,GET , /ml/models/<modelID> , Returns a model.,,1,0, [uppercase found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1591,REST,Shopify,GET , /admin/oauth/access_scopes.json ," Retrieves a list of access scopes associated to the access token.
",,1,0, [extension found] ,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1592,REST,Shopify,POST , /storefront_access_tokens.json ," Creates a new StorefrontAccessToken
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1593,REST,Shopify,DELETE , /storefront_access_tokens/{storefront_access_token_id}.json ," Deletes an existing storefront access token
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1594,REST,Shopify,GET , /storefront_access_tokens.json ," Retrieves a list of storefront access tokens that have been issued
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1595,REST,Shopify,GET , /reports.json ," Retrieves a list of reports
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1596,REST,Shopify,GET , /reports/{report_id}.json ," Retrieves a single report
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1597,REST,Shopify,POST , /reports.json ," Creates a new report
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1598,REST,Shopify,PUT , /reports/{report_id}.json ," Updates a report
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1599,REST,Shopify,DELETE , /reports/{report_id}.json ," Deletes a report
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1600,REST,Shopify,POST , /application_charges.json ," Creates an application charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1601,REST,Shopify,GET , /application_charges/{application_charge_id}.json ," Retrieves an application charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1602,REST,Shopify,GET , /application_charges.json?since_id=556467234 ," Retrieves a list of application charges
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1603,REST,Shopify,POST , /application_credits.json ," Creates an application credit
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1604,REST,Shopify,GET , /application_credits/{application_credit_id}.json ," Retrieves a single application credit
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1605,REST,Shopify,GET , /application_credits.json ," Retrieves all application credits
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1606,REST,Shopify,POST , /recurring_application_charges.json ," Creates a recurring application charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1607,REST,Shopify,GET , /recurring_application_charges/{recurring_application_charge_id}.json ," Retrieves a single charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1608,REST,Shopify,GET , /recurring_application_charges.json ," Retrieves a list of recurring application charges
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1609,REST,Shopify,DELETE , /recurring_application_charges/{recurring_application_charge_id}.json ," Cancels a recurring application charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1610,REST,Shopify,PUT , /recurring_application_charges/{recurring_application_charge_id}/customize.json?recurring_application_charge[capped_amount]=200 ," Updates the capped amount of a recurring application charge
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1611,REST,Shopify,GET , /customers.json ," Retrieves a list of customers
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1612,REST,Shopify,GET , /customers/search.json?query=Bob country:United States ," Searches for customers that match a supplied query
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1613,REST,Shopify,GET , /customers/{customer_id}.json ," Retrieves a single customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1614,REST,Shopify,POST , /customers.json ," Creates a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1615,REST,Shopify,PUT , /customers/{customer_id}.json ," Updates a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1616,REST,Shopify,POST , /customers/{customer_id}/account_activation_url.json ," Creates an account activation URL for a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1617,REST,Shopify,POST , /customers/{customer_id}/send_invite.json ," Sends an account invite to a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1618,REST,Shopify,DELETE , /customers/{customer_id}.json ," Deletes a customer.
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1619,REST,Shopify,GET , /customers/count.json ," Retrieves a count of customers
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1620,REST,Shopify,GET , /customers/{customer_id}/orders.json ," Retrieves all orders belonging to a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1621,REST,Shopify,GET , /customers/{customer_id}/addresses.json ," Retrieves a list of addresses for a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1622,REST,Shopify,GET , /customers/{customer_id}/addresses/{address_id}.json ," Retrieves details for a single customer address
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1623,REST,Shopify,POST , /customers/{customer_id}/addresses.json ," Creates a new address for a customer
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1624,REST,Shopify,PUT , /customers/{customer_id}/addresses/{address_id}.json ," Updates an existing customer address
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1625,REST,Shopify,DELETE , /customers/{customer_id}/addresses/{address_id}.json ," Removes an address from a customer’s address list
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1626,REST,Shopify,PUT , /customers/{customer_id}/addresses/set.json?address_ids[]=1053317294&operation=destroy ," Performs bulk operations for multiple customer addresses
",,1,0, [extension found] ,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1627,REST,Shopify,PUT , /customers/{customer_id}/addresses/{address_id}/default.json ," Sets the default address for a customer
",,1,0, [extension found] ,1,0,Plural Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1628,REST,Shopify,POST , /price_rules/{price_rule_id}/discount_codes.json ," Creates a discount code
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1629,REST,Shopify,PUT , /price_rules/{price_rule_id}/discount_codes/{discount_code_id}.json ," Updates an existing discount code
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1630,REST,Shopify,GET , /price_rules/{price_rule_id}/discount_codes.json ," Retrieves a list of discount codes
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1631,REST,Shopify,GET , /price_rules/{price_rule_id}/discount_codes/{discount_code_id}.json ," Retrieves a single discount code
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1632,REST,Shopify,GET , /discount_codes/lookup.json?code=SUMMERSALE10OFF ," Retrieves the location of a discount code
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1633,REST,Shopify,GET , /discount_codes/count.json ," Retrieves a count of discount codes for a shop
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1634,REST,Shopify,DELETE , /price_rules/{price_rule_id}/discount_codes/{discount_code_id}.json ," Deletes a discount code
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1635,REST,Shopify,POST , /price_rules/{price_rule_id}/batch.json ," Creates a discount code creation job
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1636,REST,Shopify,GET , /price_rules/{price_rule_id}/batch/{batch_id}.json ," Retrieves a discount code creation job
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1637,REST,Shopify,GET , /price_rules/{price_rule_id}/batch/{batch_id}/discount_codes.json ," Retrieves a list of discount codes for a discount code creation job
",,1,0, [underscore found] ,0,1,Consistent Arhetypes,1,0,Complex Words Present in Endpoint
1638,REST,Shopify,POST , /price_rules.json ," Creates a price rule
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1639,REST,Shopify,PUT , /price_rules/{price_rule_id}.json ," Updates an existing a price rule
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1640,REST,Shopify,GET , /price_rules.json ," Retrieves a list of price rules
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1641,REST,Shopify,GET , /price_rules/{price_rule_id}.json ," Retrieves a single price rule
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1642,REST,Shopify,GET , /price_rules/count.json ," Retrieves a count of all price rules
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1643,REST,Shopify,DELETE , /price_rules/{price_rule_id}.json ," Remove an existing PriceRule
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1644,REST,Shopify,GET , /events.json ," Retrieves a list of events
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1645,REST,Shopify,GET , /events/{event_id}.json ," Retrieves a single event
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1646,REST,Shopify,GET , /events/count.json?created_at_min=2008-01-10T13:00:00+00:00 ," Retrieves a count of events
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1647,REST,Shopify,GET , /webhooks.json ," Retrieves a list of webhooks
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1648,REST,Shopify,GET , /webhooks/count.json ," Receive a count of all Webhooks
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1649,REST,Shopify,GET , /webhooks/{webhook_id}.json ," Receive a single Webhook
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1650,REST,Shopify,POST , /webhooks.json ," Create a new Webhook
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1651,REST,Shopify,PUT , /webhooks/{webhook_id}.json ," Modify an existing Webhook
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1652,REST,Shopify,DELETE , /webhooks/{webhook_id}.json ," Remove an existing Webhook
",,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1653,REST,Shopify,GET ," /inventory_items.json?ids=808950810,39072856,457924702 "," Retrieves a list of inventory items
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1654,REST,Shopify,GET , /inventory_items/{inventory_item_id}.json ," Retrieves a single inventory item by ID
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1655,REST,Shopify,PUT , /inventory_items/{inventory_item_id}.json ," Updates an existing inventory item
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,1,0,Complex Words Present in Endpoint
1656,REST,Shopify,GET , /inventory_levels.json ," Retrieves a list of inventory levels
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1657,REST,Shopify,POST , /inventory_levels/adjust.json ," Adjusts the inventory level of an inventory item at a location
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1658,REST,Shopify,DELETE , /inventory_levels.json?inventory_item_id=808950810&location_id=905684977 ," Deletes an inventory level from a location
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1659,REST,Shopify,POST , /inventory_levels/connect.json ," Connects an inventory item to a location
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1660,REST,Shopify,POST , /inventory_levels/set.json ," Sets the inventory level for an inventory item at a location
",,1,0, [underscore found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1661,REST,Shopify,GET , /locations.json , Retrieves a list of locations,,1,0, [extension found] ,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
1662,REST,Sonos,POST , /login/v3/oauth/access ," Make a POST request to /login/v3/oauth/access to create a token with an authorization code grant. This requires a Base64-encoded client ID and secret in the Authorization header.
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1663,REST,Sonos,POST , /login/v3/oauth/access ," Make a POST request to /login/v3/oauth/access to obtain a new access_token from a refresh_token. This requires a client ID and secret. Be sure to pass your client_id and secret to Sonos securely. 
",,0,1,Tidy Endpoint,1,0,Singular Nouns Found in Consecutive Nodes,0,1,Structed Endpoint
1664,REST,Sonos,DELETE , /players/{playerId}/audioClip/{id} ," Use the cancelAudioClip command in the audioClip namespace to cancel a specific audio clip from playing. Sonos sends an error if it has already finished playing the selected audio clip.
",,0,1,Tidy Endpoint,0,1,Less than 3 nodes present in endpoint,0,1,Structed Endpoint
